name_company,upadte_date,rank,age,level,experience,salary,Tên công việc,Mã công việc
Quán Cafe ăn sáng cao cấp PT BEAN CUPI COFFE,25/02/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,hai BẾP - ba PHỤC VỤ - một PHA CHẾ THU NGÂN,CV2020-25491
CTCP TREASURE BOX MEDIA,25/02/2020,Nhân viên,10.0,Lao động phổ thông,một,10.000.000VNĐ,MARKETING ONLINE/ BIÊN TẬP/ THIẾT KẾ ẢNH/ QUAY PHIM/ DỰNG PHIM,CV2020-25487
THẾ GIỚI MỸ PHẨM,28/02/2020,Nhân viên,18.0,Lao động phổ thông,Không yeu cau,1.000.000VNĐ,PHỤ GÓI HÀNG MỸ PHẨM,CV2020-25474
CÔNG TY TNHH TM BA MIỀN,28/02/2020,Nhân viên,,Cao đẳng,hai,9.000.000VNĐ,KẾ TOÀN TỔNG HỢP,CV2020-25496
Cty TNHH PICAT,28/02/2020,Mới tốt nghiệp - Thực tập,0.0,Cao đẳng,Không yeu cau,7.000.000VNĐ,Chuyên Viên Tư Vấn Thuê Trang Phục,CV2020-25489
CTY IN THỦ ĐỨC,03/03/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,10.000.000VNĐ,NHÂN VIÊN THIẾT KẾ / LAO ĐỘNG PHỔ THÔNG,CV2020-25475
CÔNG TY TNHH MTV BAO BÌ VẬN CHUYỂN SÀI GÒN HÀ NỘI,04/03/2020,Nhân viên,30.0,Cao đẳng,Không yeu cau,Thoả thuận,KẾ TOÁN NỘI BỘ,CV2020-25500
CƠ SỞ TƯ NHÂN - ANH NGHIÊM,04/03/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,LAO ĐỘNG PHỔ THÔNG (CƠ KHÍ TIỆN/ THỢ TIỆN),CV2020-25502
CÔNG TY CỔ PHẦN MẮT KÍNH SÀI GÒN LENINGRAD,05/03/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,7.000.000VNĐ,Nhân viên bán hàng -Kỹ thuật viên khúc xạ,CV2020-25504
CÔNG TY TNHH TM ĐIỆN SÀI GÒN,06/03/2020,Nhân viên,,Cao đẳng,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH,CV2020-25506
CHÚ VOI CON BUÔN MÊ THUỘT-BÁNH MÌ,07/03/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,5.500.000VNĐ,NHÂN VIÊN PHỤ BÁN BÁNH MÌ,CV2020-25507
CÔNG TY TNHH VẬT TƯ THIẾT BỊ NAM HÀ,07/03/2020,Nhân viên,0.0,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN KĨ THUẬT/NHÂN VIÊN VĂN PHÒNG,CV2020-25508
ĐẶNG THỊ LOAN,10/03/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,5.500.000VNĐ,GIÚP VIỆC NHÀ BAO ĂN Ở,CV2020-25483
CÔNG TY TNHH SX TM CÔNG M&T,10/03/2020,Nhân viên,22.0,Lao động phổ thông,một,Thoả thuận,NHÂN VIÊN KẾ TOÁN/ TÀI XẾ XE TẢI,CV2020-25510
CÔNG TY TNHH TM XD HỶ PHONG,10/03/2020,Nhân viên,0.0,Đại học,Không yeu cau,Thoả thuận,KỸ SƯ XÂY DỰNG,CV2020-25497
PEEKABOO Premium Kids Coffee,12/03/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,25.000VNĐ,NHÂN VIÊN PHỤC VỤ,CV2020-25515
CÔNG TY TNHH TRUYỀN THÔNG TNS MEDIA VIỆT NAM,12/03/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,PARTIME,CV2020-25517
CỬA HÀNG VĂN PHÒNG PHẨM KHÁNH HÀ,13/03/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.500.000VNĐ,GIAO HÀNG,CV2020-25519
CÔNG TY MANULIFE ( chi nhánh quận 7 ),17/03/2020,Nhân viên,18.0,Cao đẳng,Không yeu cau,6.000.000VNĐ,Nhân Viên Tư Vấn,CV2020-25523
CÔNG TY TÀI CHÍNH TNHH MTV SHINHAN VIỆT NAM,17/03/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,10.000.000VNĐ,TƯ VẤN VIÊN TÀI CHÍNH-TELESALES,CV2020-25522
CÔNG TY TƯ VẤN ĐẦU TƯ NHÂN LUẬT,19/03/2020,Nhân viên,0.0,Cao đẳng,Không yeu cau,8.000.000VNĐ,NHÂN VIÊN KẾ TOÁN/NHÂN VIÊN KINH DOANH,CV2020-25525
CTY TNHH NGUYÊN KHANG,08/04/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,6.000.000VNĐ,KẾ TOÁN (KHÔNG CẦN KINH NGHIỆM),CV2020-25534
CTY TNHH NGUYÊN KHANG,08/04/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,TẠP VỤ,CV2020-25535
CỬA HÀNG THÚ Y,09/04/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,6.000.000VNĐ,Nhân Viên Bán Hàng ( Thuốc thú y & Thực phẩm Chó - Mèo ),CV2020-25536
CỬA HÀNG THÚ Y,22/04/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,6.000.000VNĐ,Nhân Viên Bán Hàng ( Thuốc thú y & Thực phẩm Chó - Mèo ),CV2020-25541
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,Nhân Viên Bảo Vệ Ngân Hàng Á Châu,CV2018-23867
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,4.700.000VNĐ,NHÂN VIÊN BẢO VỆ,CV2018-24345
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,7.000.000VNĐ,NHÂN VIÊN BẢO VỆ,CV2019-24483
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,NHÂN VIÊN BẢO VỆ,CV2019-24964
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,NHÂN VIÊN BẢO VỆ,CV2019-25149
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,NHÂN VIÊN BẢO VỆ,CV2019-25363
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,NHÂN VIÊN BẢO VỆ,CV2019-25244
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,NHÂN VIÊN BẢO VỆ,CV2019-25415
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,23/04/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.275.000VNĐ,NHÂN VIÊN BẢO VỆ ( NGÂN HÀNG ),CV2020-25493
CÔNG TY TNHH XÂY DỰNG KHẢI VĂN,27/04/2020,Nhân viên,0.0,Đại học,năm,Thoả thuận,KỸ SƯ HẠ TẦNG,CV2020-25512
CHI CỤC CHĂN NUÔI VÀ THÚ Y TP. HỒ CHÍ MINH,27/04/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,6.500.000VNĐ,NHÂN VIÊN BẢO VỆ ( NỘI BỘ),CV2020-25544
CÔNG TY TNHH LIÊN DOANH HOA VIỆT,28/04/2020,Nhân viên,25.0,Lao động phổ thông,Không yeu cau,5.618.000VNĐ,CÔNG NHÂN CẢNH QUAN- SÂN BÃI,CV2020-25540
TRƯỜNG THPT THỦ KHOA HUÂN,04/05/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,bốn NAM NHÂN VIÊN BẢO VỆ,CV2020-25537
CÔNG TY TNHH THIÊN PHÚC,04/05/2020,Nhân viên,,Trung cấp,Không yeu cau,Thoả thuận,1.Telesales (Nữ) - 2.Kế toán (nữ) - Ưu tiên người công giáo,CV2020-25551
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DƯƠNG THÀNH,07/05/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH HÓA MỸ PHẨM,CV2020-25556
AGRIBank Chi Nhánh 3,08/05/2020,Nhân viên,,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN LỄ TÂN,CV2020-25557
CÔNG TY CP TM XNK MAY PHƯƠNG NAM,08/05/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,CÔNG NHÂN MAY,CV2020-25559
CÔNG TY TNHH QUẢNG CÁO TIẾP THỊ MAI THANH,11/05/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,Thoả thuận,10 NHÂN VIÊN TELESALE SACOMBANK,CV2020-25552
CÔNG TY CỔ PHẦN CỬA NHỰA LÕI THÉP NAM SAI GÒN,11/05/2020,Nhân viên,18.0,Trung học phổ thông,Không yeu cau,10.000.000VNĐ,Thợ hoặc phụ sản xuất cửa nhôm kính,CV2020-25555
QUÁN BIA SỆT NGUYÊN HỒNG,12/05/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN PHỤC VỤ,CV2020-25560
CÔNG TY TNHH MTV MINH ANH HÙNG THỊNH,12/05/2020,Nhân viên,24.0,Trung cấp,Không yeu cau,Thoả thuận,QUẢN LÝ KINH DOANH/NHÂN VIÊN KINH DOANH/NHÂN VIÊN TELESALE,CV2020-25561
CÔNG TY TNHH MTV XNK KỸ THUẬT KHANG THỊNH,15/05/2020,Nhân viên,,Trung cấp,Không yeu cau,Thoả thuận,TRỢ LÝ KINH DOANH,CV2020-25565
CÔNG TY CP TM DV LA CO,15/05/2020,Nhân viên,,Cao đẳng,Không yeu cau,7.000.000VNĐ,Chuyên Gia - Chuyên Viên Tư Vấn,CV2020-25566
CÔNG TY CP TM DV LA CO,15/05/2020,Nhân viên,0.0,Cao đẳng,Không yeu cau,7.000.000VNĐ,TELE SALE VÀ SALE (NHÂN VIÊN PHÒNG KINH DOANH),CV2020-25567
CÔNG TY CP TM DV LA CO,15/05/2020,Nhân viên,25.0,Cao đẳng,Không yeu cau,Thoả thuận,Kế Toán Trưởng - Kế Toán Nội Bộ,CV2020-25569
CÔNG TY CP TM DV LA CO,21/05/2020,Nhân viên,,Cao đẳng,Không yeu cau,7.000.000VNĐ,NHÂN VIÊN MARKETING,CV2020-25568
CÔNG TY TNHH SXTM DV THĂNG LONG T.B,21/05/2020,Nhân viên,45.0,Chứng chỉ - Sơ cấp nghề,Không yeu cau,Thoả thuận,"NHÂN VIÊN KỸ THUẬT ĐIỆN, NƯỚC CÔNG TRÌNH",CV2020-25573
CÔNG TY TNHH THỢ LÀM BÁNH,21/05/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,NHÂN VIÊN THỦ KHO,CV2020-25575
VIỆN KỸ THUẬT BIỂN,22/05/2020,Nhân viên,0.0,Cao đẳng,Không yeu cau,7.000.000VNĐ,NHÂN VIÊN KẾ TOÁN,CV2019-25064
CÔNG TY CP SX TM NHỰA VIỆT NAM,25/05/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN BÁN HÀNG PARTTIME,CV2020-25576
CÔNG TY TNHH BẤT ĐỘNG SẢN SKYHOME,26/05/2020,Nhân viên,,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH BẤT ĐỘNG SẢN,CV2020-25580
CÔNG TY TNHH SX & TM PHẠM CHIẾN CÔNG,28/05/2020,Nhân viên,0.0,Trung cấp,một,7.000.000VNĐ,NHÂN VIÊN KẾ TOÁN,CV2020-25582
Cửa hàng cây hoa giả LOFT GARDEN,02/06/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN PHỤ VIỆC,CV2020-25584
Cửa hàng cây hoa giả LOFT GARDEN,02/06/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN BÁN HÀNG,CV2020-25583
CTY TNHH NGUYÊN KHANG,05/06/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,LAO ĐỘNG PHỔ THÔNG (BAO ĂN Ở),CV2020-25532
CÔNG TY TNHH MTV BAO BÌ VẬN CHUYỂN SÀI GÒN HÀ NỘI,08/06/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,TÀI XẾ XE TẢI,CV2020-25501
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ KỸ THUẬT VÒNG TRÒN XANH,08/06/2020,Nhân viên,0.0,Trung cấp,một,10.000.000VNĐ,Nhân viên Kinh doanh Đèn Năng lượng Mặt trời,CV2020-25588
CÔNG TY TNHH TM MẪN ĐẠT,09/06/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,Nhân viên Văn phòng - Nhập liệu - Giao hàng - Tài xế,CV2020-25495
MÂY TRẮNG LAUNDRY,09/06/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN ỦI ĐỒ,CV2020-25591
TRUNG TÂM HỘI NGHỊ TIỆC CƯỚI SAPHIRE,11/06/2020,Nhân viên,50.0,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN VỆ SINH,CV2020-25592
CÔNG TY CỔ PHẦN NHỰA SÀI GÒN,11/06/2020,Nhân viên,0.0,Cao đẳng,Không yeu cau,Thoả thuận,NHÂN VIÊN KẾ TOÁN: một - KẾ TOÁN TỔNG HỢP: một,CV2020-25593
VIETTEL POST QUẬN GÒ VẤP,12/06/2020,Nhân viên,35.0,Lao động phổ thông,Không yeu cau,9.000.000VNĐ,NHÂN VIÊN GIAO NHẬN,CV2020-25595
CÔNG TY KIM HOÀNG HOA,15/06/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,6.000.000VNĐ,NHÂN VIÊN BÁN HÀNG MỸ NGHỆ - THỜI TRANG CAO CẤP,CV2020-25598
Cty CP XD SX TM Cường Sáng,15/06/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH - NHÂN VIÊN KẾ TOÁN,CV2020-25600
CÔNG TY TNHH TOÀN THẮNG,17/06/2020,Nhân viên,,Trung cấp,Không yeu cau,8.500.000VNĐ,NHÂN VIÊN ĐIỀU HÀNH/NHÂN VIÊN KIỂM KHÁCH,CV2020-25603
CÔNG TY CỔ PHẦN SƠN ÔTÔ ACHISON,18/06/2020,Nhân viên,0.0,Trung cấp,Không yeu cau,Thoả thuận,Nhân viên Chăm sóc Khách Hàng,CV2020-25605
Trường TCN Nhân lực Quốc tế,24/06/2020,Nhân viên,35.0,Trung cấp,Không yeu cau,6.500.000VNĐ,NHÂN VIÊN KỸ THUẬT ĐIỆN (01 Người).,CV2020-25608
NHÀ HÀNG CHÃ CÁ LÃ VỌNG,25/06/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN PHỤC VỤ,CV2020-25607
CÔNG TY TNHH MTV TƯ VẤN VÀ DỊCH VỤ KHOA HỌC VTLT HAI GIANG,27/06/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN CHỈNH LÝ TÀI LIỆU LƯU TRỮ,CV2020-25609
CÔNG TY TNHH MEGABOWL VIỆT NAM,29/06/2020,Nhân viên,20.0,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN MARKETING,CV2020-25611
CƠ SỞ THIẾT BỊ PCCC THÀNH ĐÔ,30/06/2020,Nhân viên,25.0,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,TÀI XẾ/ CÔNG NHÂN,CV2020-25612
Công ty CP EVERPIA,02/07/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,Nhân viên bán hàng Showroom,CV2020-25614
CB COFFEE AND BEEZ,03/07/2020,Nhân viên,30.0,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN PHỤC VỤ,CV2020-25616
CÔNG TY TNHH IN PHÚC LỢI,04/07/2020,Nhân viên,40.0,Lao động phổ thông,Không yeu cau,Thoả thuận,THỢ IN OFFSET - THỢ PHỤ IN,CV2017-22000
CÔNG TY BẤT ĐỘNG SẢN BOSSLAND,06/07/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH BẤT ĐỘNG SẢN,CV2020-25618
CÔNG TY TNHH ALUMINUM NEW DOOR,07/07/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,Thoả thuận,"TIẾP THỊ KINH DOANH CỬA NHÔM, CỬA CUỐN",CV2020-25619
TNHH Thực Phẩm Tân Việt Nhật,09/07/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,PHỤC VỤ/ BẾP/ TẠP VỤ/ THỦ KHO/ KẾ TOÁN,CV2020-25433
CTY TNHH TMDV MVP ĐẠI QUANG VINH,13/07/2020,Nhân viên,,Trung cấp,Không yeu cau,Thoả thuận,KẾ TOÁN NỘI BỘ TỔNG HỢP,CV2020-25622
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,13/07/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.257.000VNĐ,NHÂN VIÊN BẢO VỆ ( NGÂN HÀNG ),CV2020-25623
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,13/07/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.270.000VNĐ,NHÂN VIÊN BẢO VỆ ( NGÂN HÀNG ),CV2020-25563
CÔNG TY TNHH TM TÂN NHẤT HƯƠNG,13/07/2020,Nhân viên,,Đại học,Không yeu cau,Thoả thuận,KẾ TOÁN NỘI BỘ,CV2020-25625
Cty TNHH MTV DV  CÔNG ÍCH THANH NIÊN XUNG PHONG,14/07/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,NHÂN VIÊN BẢO VỆ KHÁCH DU LỊCH/BẢO VỆ MỤC TIÊU,CV2020-25626
CÔNG TY TNHH HẰNG TÍN VIỆT NAM,15/07/2020,Nhân viên,,Trung cấp,Không yeu cau,7.000.000VNĐ,KẾ TOÁN VĂN PHÒNG,CV2020-25627
CÔNG TY TNHH HẰNG TÍN VIỆT NAM,15/07/2020,Nhân viên,,Cao đẳng,Không yeu cau,6.000.000VNĐ,NHÂN VIÊN KỸ THUẬT ĐIỆN TỬ,CV2020-25628
"Công ty TNHH MTV SX, TM & DV Kỹ Thuật C.B27",16/07/2020,Nhân viên,0.0,Cao đẳng,Không yeu cau,Thoả thuận,VỊ TRÍ SALES/ KỸ SƯ CƠ KHÍ,CV2020-25630
CÔNG TY TNHH YURICO,20/07/2020,Nhân viên,0.0,Trung cấp,Không yeu cau,Thoả thuận,KỸ SƯ XÂY DỰNG,CV2020-25635
ẢNH MÀU THẾ QUÂN,20/07/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,GIAO HÀNG HÌNH ẢNH,CV2020-25610
CÔNG TY TNHH DV BÌNH AN THIÊN,21/07/2020,Nhân viên,30.0,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN PHA CHẾ,CV2020-25636
CỬA HÀNG SÁCH NHÀ XUẤT BẢN TRẺ,21/07/2020,Nhân viên,0.0,Cao đẳng,Không yeu cau,Thoả thuận,KẾ TOÁN TỔNG HỢP,CV2020-25637
CÔNG TY CỔ PHẦN DỊCH VỤ BẤT ĐỘNG SẢN DANH KHÔI DKRS,29/07/2020,Nhân viên,20.0,Trung học phổ thông,Không yeu cau,11.000.000VNĐ,Nhân Viên Kinh Doanh Bất Động Sản - Quận bảy (Lương CB 11 Triệu + Hoa Hồng 40 Triệu/Sản Phẩm),CV2020-25586
CÔNG TY TNHH  XD TM DV GREENSPACE,30/07/2020,Nhân viên,,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN KỸ THUẬT - CÔNG NHÂN,CV2020-25642
CÔNG TY TNHH MTV TMDV CHUYÊN TÂM,04/08/2020,Nhân viên,18.0,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,NHÂN VIÊN KINH DOANH,CV2020-25647
CÔNG TY TNHH TM MẪN ĐẠT,06/08/2020,Nhân viên,35.0,Lao động phổ thông,Không yeu cau,9.000.000VNĐ,LỄ TÂN / NHẬP LIỆU / THIẾT KẾ / PHỤ VIỆC VĂN PHÒNG / GIAO HÀNG / KHO,CV2020-25649
Công ty CP EVERPIA,11/08/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,Thoả thuận,QUẢN LÝ CỬA HÀNG - NHÂN VIÊN BÁN HÀNG,CV2020-25653
CÔNG TY KIM HOÀNG HOA,11/08/2020,Nhân viên,0.0,Trung cấp,Không yeu cau,6.000.000VNĐ,NHÂN VIÊN KẾ TOÁN,CV2020-25597
KHÁCH SẠN VŨ GIA,11/08/2020,Nhân viên,35.0,Trung học phổ thông,Không yeu cau,Thoả thuận,LỄ TÂN KHÁCH SẠN,CV2020-25657
NHÀ HÀNG BA MIỀN,14/08/2020,Nhân viên,30.0,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,PHỤC VỤ,CV2020-25659
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,17/08/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,5.275.000VNĐ,NHÂN VIÊN BẢO VỆ ( NGÂN HÀNG ),CV2020-25660
TỔ CHỨC TÀI CHÍNH VI MÔ CEP,17/08/2020,Nhân viên,0.0,Cao đẳng,Không yeu cau,Thoả thuận,NHÂN VIÊN TÍN DỤNG,CV2020-25558
CÔNG TY TNHH THƯƠNG MẠI PHÚC HUY KHANG,19/08/2020,Nhân viên,18.0,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,BÁN HÀNG QUA ĐIỆN THOẠI,CV2020-25662
Ngân hàng TMCP Việt Nam Thịnh Vượng (VPBank AMC),20/08/2020,Nhân viên,0.0,Trung cấp,Không yeu cau,Thoả thuận,Nhân Viên Telesale,CV2020-25656
Công Ty TNHH Đầu Tư và Phát Triển  Bất Động Sản Golden Alpha,21/08/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,TRƯỞNG PHÒNG KINH DOANH/ CHUYÊN VIÊN CAO CẤP/ CHUYÊN VIÊN TƯ VẤN,CV2020-25667
CÔNG TY MAY (HỘ CÁ NHÂN),27/08/2020,Nhân viên,,Lao động phổ thông,hai,6.000.000VNĐ,CÔNG NHÂN MAY,CV2020-25668
TRƯỜNG THPT THỦ KHOA HUÂN,14/09/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN BẢO VỆ,CV2020-25680
CỬA HÀNG ĐIỆN LIOA,11/09/2020,Nhân viên,,Lao động phổ thông,Không yeu cau,9.000.000VNĐ,NHÂN VIÊN GIAO HÀNG,CV2020-25678
MÂY TRẮNG LAUNDRY,28/08/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,THỢ GIẶT VÀ GIAO NHẬN,CV2020-25669
CÔNG TY TNHH PHÁT TRIỂN NHẬT KHANG,15/09/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH NGÀNH VẬT LIÊU XÂY DỰNG,CV2020-25681
CƠ SỞ SX GHẾ NỆM NAM VINH,16/09/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,6.000.000VNĐ,NHÂN VIÊN LAO ĐỘNG PHỔ THÔNG,CV2020-25685
CÔNG TY THE SENSE COFFEE,16/09/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,5.000.000VNĐ,NHÂN VIÊN KINH DOANH,CV2020-25684
TỔNG CÔNG TY BẢO VIỆT NHÂN THỌ,18/09/2020,Nhân viên,35.0,Trung cấp,Không yeu cau,Thoả thuận,ĐIỆN THOẠI VIÊN,CV2020-25689
CÔNG TY XUẤT NHẬP KHẨU THUỐC LÁ,23/09/2020,Nhân viên,30.0,Cao đẳng,Không yeu cau,Thoả thuận,NHÂN VIÊN HÀNH CHÍNH TỔNG HỢP,CV2020-25690
CÔNG TY DU LỊCH PREMXEM,24/09/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,10.000.000VNĐ,HƯỚNG DẨN VIÊN DU LỊCH,CV2020-25695
TIỆM VÀNG KIM PHÁT,24/09/2020,Nhân viên,35.0,Cao đẳng,Không yeu cau,7.000.000VNĐ,KẾ TOÁN SỔ SÁCH,CV2020-25696
TRƯỜNG THPT THỦ KHOA HUÂN,28/09/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN BẢO VỆ,CV2020-25700
SHOP THỜI TRANG ĐẸP,28/09/2020,Nhân viên,,Trung học phổ thông,Không yeu cau,4.000.000VNĐ,NHÂN VIÊN BÁN HÀNG,CV2020-25704
CÔNG TY TNHH XÂY LẮP TRUNG TÂY NGUYÊN,30/09/2020,Nhân viên,45.0,Đại học,Không yeu cau,15.000.000VNĐ,CHỈ HUY TRƯỞNG CÔNG TRÌNH XÂY DỰNG,CV2020-25707
CÔNG TY DỊCH VỤ BẢO VỆ NGÂN HÀNG Á CHÂU,30/09/2020,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,5.257.000VNĐ,NHÂN VIÊN BẢO VỆ ( NGÂN HÀNG ),CV2020-25709
CÔNG TY TNHH DỊCH VỤ GIÁO DỤC TƯ VẤN DU HỌC TÀI NĂNG VIỆT,07/10/2020,Nhân viên,,Cao đẳng,Không yeu cau,Thoả thuận,hai Nhân viên chuyên môn + hai nhân viên phụ trách học vụ (Nữ),CV2020-25713
GIA CHÁNH HUYỀN TRÂN,08/10/2020,Nhân viên,22.0,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN PHỤC VỤ TIỆC,CV2020-25715
CÔNG TY TNHH AZ NAM VIỆT,08/10/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,7.500.000VNĐ,hai NAM TRỢ LÝ CHO CỬA HÀNG,CV2020-25716
CÔNG TY VẬT LIỆU XÂY DỰNG PHƯƠNG TRANG,08/10/2020,Nhân viên,0.0,Trung cấp,Không yeu cau,6.000.000VNĐ,KẾ TOÁN NỘI BỘ,CV2020-25717
CN CÔNG TY TNHH THIẾT BỊ VÀ DỤNG CỤ TÂN THÀNH PHÁT,09/10/2020,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,15.000.000VNĐ,NHÂN VIÊN KINH DOANH,CV2020-25718
CÔNG TY TNHH XE NÂNG MIỀN NAM,02/08/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 12,NHÂN VIÊN KỸ THUẬT,CV2024-26991
CÔNG TY TNHH TƯ VẤN GIẢI PHÁP DOANH NGHIỆP TPC,03/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 12,NHÂN VIÊN BÁN HÀNG QUA ĐIỆN THOẠI,CV2024-26884
